dx,dy,dz,rx,ry,rz,g
-0.029867793599138055,-0.35337254802412277,0.3892715083720686,-0.7714658367725762,-2.808445322119375,0.8458361970887016,1.0
-1.5645893841238767e-06,1.015076910082513e-06,1.1607606547670013e-05,-5.186178999594393e-05,3.36334435155905e-05,4.9327415292732546e-05,0.0
-4.387275237213023e-05,-0.00020510073503504644,-0.00024949234316357094,0.0008198131399899111,3.23957096703964e-05,0.0005677742927048257,0.0
7.610040263228424e-06,-0.0005336656166674558,-0.0005148987731543042,0.0021314340565616874,-0.0003207087364343053,0.002139911680528961,0.0
-0.00011577799015189197,-0.0011802141946418154,-0.001189400481295011,0.0043894759888379875,-0.00041002633535125455,0.003988348082933912,0.0
-0.0001658615737149434,-0.0019312404887656398,-0.00197431752938787,0.007391606659858607,-0.000625428024186192,0.00655435812965488,0.0
-0.00025979200106434133,-0.0034855519520821665,-0.00358178369862594,0.01328909108726517,-0.0013366438587381069,0.011606460718566636,0.0
-0.0004258755609966927,-0.005384288630922662,-0.005376911045990529,0.020731543939414898,-0.001304585559589011,0.019110497295434792,0.0
-0.000572513038127366,-0.007724446903004556,-0.0076525105234909185,0.030166959222575063,-0.0014480838869976864,0.02753436329674941,0.0
-0.0006902374602003325,-0.007780072655401649,-0.00794950362282304,0.029705573857314205,-0.001442397577801291,0.02575627938324576,0.0
-0.0006337003618873821,-0.008443428550455934,-0.008356839082109102,0.03314857344251376,-0.0005440736588502304,0.029863519952252116,0.0
-0.0006676987729620082,-0.008429335484342937,-0.008361974065564326,0.03324877474911114,0.00012759847584042916,0.029419230445021705,0.0
-0.0006631950662482067,-0.007749207303433037,-0.007869231881603267,0.030246764579724528,0.00027391857903058536,0.0257262160053775,0.0
-0.0006331542697481374,-0.008465441537868379,-0.00859368997773946,0.03378060708308861,0.0003974300965636779,0.02829902014543273,0.0
-0.000646528813721986,-0.00844839355114424,-0.008399426466343451,0.033796836050058565,0.0016692211303515059,0.02892049499167082,0.0
-0.0006898531031332908,-0.008453786720232503,-0.008518077218110542,0.03376283946304892,0.0021751105502447743,0.028326286436280546,0.0
-0.0006199139176575538,-0.007759238708244631,-0.007821065005095329,0.03118418359318209,0.002094217844974544,0.025451564216766087,0.0
-0.0006342016443628001,-0.008426311002742548,-0.008440069546616247,0.03419423856241016,0.0033736211019923523,0.02817652396529513,0.0
-0.0007005775294694344,-0.008462338464402808,-0.008537492420368997,0.03414233124203819,0.003642847334064836,0.02731769200084555,0.0
-0.0006418395838108798,-0.007756168024762811,-0.0077893726862803825,0.03162106936309572,0.003991780690583813,0.025591044946756014,0.0
-0.0006410650834782761,-0.008426319520947745,-0.008369470375907628,0.03457046023505467,0.0051701447640697396,0.02771632432253801,0.0
-0.0006833015813975662,-0.008463944775118415,-0.00859923696065934,0.03456171158455473,0.005082195423338209,0.026634356093048428,0.0
-0.000683611380288135,-0.008459100833366984,-0.008588829858549862,0.034701435945598075,0.005756438405370101,0.02667793952289954,0.0
-0.0005622381312228447,-0.007740421622977722,-0.0076509385154202025,0.03223709842263828,0.006545259822543059,0.025122934560514842,0.0
-0.0006700693188289655,-0.00844771206085293,-0.00847548890189026,0.035033303737021626,0.007033402045051762,0.02661748950418108,0.0
-0.0006952683674540661,-0.008080978496733726,-0.008069689359722687,0.03349087212829621,0.007535204216344571,0.025194876317529147,0.0
-0.0004663790662139747,-0.005863764158681506,-0.006187469441044924,0.024333810125087105,0.004880437343466326,0.01725496040909813,0.0
-0.0003144046714271681,-0.0045374616375492005,-0.004511763604763824,0.01900122437145188,0.00476354980916982,0.014173717698189536,0.0
-0.00020371886280502044,-0.0025731805452134937,-0.002364643662353866,0.010974453439411891,0.003193605823613943,0.008454740908442782,0.0
-0.00018187719213658138,-0.0007084921857805071,-0.001489906414847364,0.0018933694390920464,-0.0009390646849292139,-0.00012898113509662856,0.0
-3.935061385818006e-05,-0.0003485391799723514,-0.0017442353048241488,5.395753644073242e-05,-0.002986838819145188,-0.002334160717484046,0.0
-0.00012255459117175432,-0.0007323646738562894,-0.005025596587058645,-0.0010889439740576073,-0.009881028343548426,-0.009638051077538679,0.0
-0.000272478730007894,-0.0011401057056834585,-0.00805690049232305,-0.0021750543445700765,-0.015462301365946729,-0.015529927097771568,0.0
-0.0002884501917920848,-0.0013890366955734423,-0.009270241773926963,-0.002039891029976454,-0.017394642578464126,-0.017226607101384683,0.0
-0.0004365256578763507,-0.0017366509901699523,-0.011660728169747947,-0.002982872704642925,-0.021968492839897102,-0.022477181260274204,0.0
-0.0004415876249854664,-0.0017074933643783652,-0.012194223814645883,-0.0032701457669956635,-0.02297315606660133,-0.024208347425055177,0.0
-0.00040295988457347137,-0.0016495778939356054,-0.010830498766972452,0.17146724713673203,5.693530667384658,-2.6293900413500633,0.0
-0.00025701260478940696,-0.0011460494278743294,-0.00796838633248037,0.0016384580377008795,0.002285836462441626,0.02176815786331132,0.0
-0.0001983846605705039,-0.0008470386734010793,-0.006170799320290576,0.0013246951058305673,0.0016947710966799256,0.016864315336787117,0.0
-0.00012120181117935419,-0.00048158444143309165,-0.0031846902599223237,0.000630929108042147,0.0007057972293780246,0.008409156049726585,0.0
-0.0001217175840318857,-8.441221448540759e-05,-0.0006233546638252374,0.00036182751527431833,0.0002674900509398448,0.0016354963768789865,1.0
3.881172726524773e-06,-2.1919805525461022e-05,-7.955333345160964e-06,-0.00012739225379095054,-0.00013276880654933265,-0.00017797134047259355,1.0
2.678429786377029e-05,2.2097151835431816e-05,0.000418984415682222,-0.00021183755692430473,-0.0002064839320978784,-0.000933513843965672,1.0
5.4403099051275605e-05,0.00021102760706104284,0.0025150200941129464,-0.0010605977415328316,-0.0013356442388392509,-0.006881601720300834,1.0
0.0001243787636157137,0.00031414226570825043,0.005322008555157964,-0.0024274197583449147,-0.0032361027599701053,-0.015471442075633668,1.0
0.00019531238531455414,0.0004851096197662219,0.008714010509224296,-0.004122820843418765,-0.005356751254510517,-0.0251390663915394,1.0
0.00027220404971953216,0.0007011885678867014,0.010800199983503372,-0.0048635027457941404,-0.0067912838681292165,-0.030490755800375968,1.0
0.000286634747828432,0.0007424290268996936,0.01182157937233727,-0.1505387709711913,-5.665700979102173,2.6952939112311727,1.0
0.000278571220500283,0.0006773416946856958,0.011106965369132943,0.005523769529454325,0.0198442442217881,0.02553179295641317,1.0
0.0002998276594306029,0.0007615890574050876,0.011930364514676772,0.005830960779409304,0.021570835373990516,0.027077643691953535,1.0
0.0002787817584869248,0.0007351063855792761,0.011803112429499996,0.005695197115454312,0.02150692276633448,0.02635856562414407,1.0
0.00023879353712780854,0.0005823900176795682,0.00960312020953652,0.0048078943460188525,0.01798207077221914,0.021622587179881192,1.0
0.00021609056169029361,0.00047943226722302335,0.007592345229120667,0.003722873604221348,0.013927202730114274,0.01652293425074669,1.0
0.00011325681140876565,0.0002885672391796934,0.004578791473967753,0.002183908422444411,0.008457225253837741,0.009856201904448136,1.0
4.289841930626287e-05,0.00014401604670777335,0.0022902550755337647,0.0011498779390638342,0.0044956076127524724,0.005157063720218957,1.0
0.0008393167539181429,-0.00017209287321995337,-0.0001866660265142095,0.001789945263898432,-0.0014961534997945947,-0.0009421155222075761,1.0
0.0034377406345353426,-0.000681227321640554,-0.0010838627729195527,0.00834625677779724,-0.006741283356800576,-0.0038471592129485366,1.0
0.006221665745423918,-0.0011911047189776536,-0.0012874623227239201,0.015242897302556038,-0.010296284787050247,-0.0049981052668950365,1.0
0.007875039457554547,-0.0015418194234554372,-0.0020505462550430564,0.019035348959456973,-0.014206363164305458,-0.00821732443235823,1.0
0.010848916598837235,-0.0021535527990859116,-0.003227830718257635,0.02636041118486899,-0.02021478789727782,-0.012277416643687644,1.0
0.011328276971676803,-0.0022382236032902902,-0.003162202845226142,-0.08196483453125832,5.553079528049224,-2.9120718194904542,1.0
0.01147105640399583,-0.002217830419487643,-0.002781200742426715,-0.027916827916254258,-0.0028680836777725816,0.022684351369875122,1.0
0.0104590907628415,-0.002037493786337219,-0.0029211315285787576,-0.024883440695494655,-0.0021589310528975503,0.022949838933165045,1.0
0.011268521116993405,-0.002247331210359249,-0.003261057530936473,-0.026771898762576504,-0.0026952388263588034,0.024423918238322573,1.0
0.011503588874876274,-0.0022178056576953598,-0.0028722908747149667,-0.027125062772892755,-0.0037831877492706667,0.023197873317964746,1.0
0.010393382610190308,-0.002049958439710453,-0.0028766993997508816,-0.024247199432270355,-0.0033645726557240963,0.022504728120900763,1.0
