dx,dy,dz,rx,ry,rz,g
0.013122713666754673,-0.36208921801807303,0.22539736135285537,-0.6647129210844657,-2.615921684900005,1.2280476403053677,0.0
-5.813195208120847e-07,-3.1587762364115868e-06,1.068232103668132e-05,3.8694125764959786e-05,5.013736705805627e-05,0.00010454521228053792,0.0
-0.0018137007641217257,-0.000970371393431535,-0.0015156333854439707,-0.0018896922441730135,0.003990878021321809,0.003047516091235769,0.0
-0.0026627243857124186,-0.0014435334963383006,-0.0022023012693863087,-0.002550235753119745,0.00603059137352524,0.004602791678517848,0.0
-0.003859778352540283,-0.0020659768186056526,-0.003124701411556463,-0.003928525661673343,0.008833832287161059,0.006719808639805924,0.0
-0.005234588015045186,-0.002812788561520785,-0.004352857795838216,-0.005231654270350217,0.011733325721340115,0.008684227197740979,0.0
-0.006216218693130177,-0.003379935967860348,-0.005125486570842441,-0.0059873116924527015,0.014230667048050094,0.010796592469957789,0.0
-0.006634396894577316,-0.003575882018497234,-0.0054177644156874205,-0.006506723585332441,0.015252898032274143,0.01132932851712809,0.0
-0.00661244025809932,-0.0035917987019638,-0.005481412448425482,-0.0063676018993205075,0.01517958654763385,0.011082899795137324,0.0
-0.0068321376628939015,-0.003687433209233315,-0.005607257210574063,-0.006473359819144542,0.015782900985254145,0.011363140980723996,0.0
-0.006626953304678197,-0.003578340710597372,-0.005512246648259306,-0.00626207304752413,0.015292630257436102,0.010750855657185143,0.0
-0.006627543054729297,-0.003565242748622355,-0.005458519935559902,-0.006289819701211452,0.015394107156233794,0.010781121669233062,0.0
-0.006620438217928751,-0.003581395754884975,-0.005462345746877595,-0.006069433191368323,0.015333675517851475,0.01059243230654805,0.0
-0.006822551965020553,-0.003691473006798285,-0.005649109596383206,-0.006219000553017939,0.01598186840820537,0.01084111750314909,0.0
-0.0066844201935317635,-0.003558923454622387,-0.005415876578315021,-0.0062834004907659224,0.015754987576111823,0.010434281530136147,0.0
-0.006582674071246582,-0.0035799880867747325,-0.005498149786573703,-0.0059587773342858474,0.015398160010123174,0.010263855595129545,0.0
-0.006856859906531218,-0.003689744588412036,-0.005647903040056912,-0.006138500891545884,0.016248832933638102,0.010539443304111717,0.0
-0.0066292004548150485,-0.003589834870619979,-0.005399626414502506,-0.005760885238860203,0.015793672701811978,0.010370142507259983,0.0
-0.006602407571811089,-0.003569483571454035,-0.005502144400077291,-0.0058136476095007605,0.015657939301383816,0.009865073482382192,0.0
-0.006632876763104437,-0.0035716565482312723,-0.005482781352403154,-0.005862729670588873,0.01584348190682805,0.00989643064088841,0.0
-0.00687082006530626,-0.0036882819370477327,-0.005632925426846069,-0.005813256211441908,0.016400930376411882,0.010139798107779097,0.0
-0.006567317170276268,-0.003591090065369451,-0.00543622578045283,-0.005572167141831619,0.01583666378143933,0.009830659822615662,0.0
-0.006649633494114751,-0.003575909518219511,-0.005419207096445375,-0.005622214777420753,0.01613797883246848,0.009723599472817757,0.0
-0.006664666652058601,-0.003557558595054744,-0.005484107257976614,-0.005655094223595447,0.015996415682091314,0.009364867936912269,0.0
-0.006818187175959042,-0.003722485001238063,-0.005618658703908444,-0.005500584000967534,0.016663198447124827,0.009938612850686424,0.0
-0.006342334221716095,-0.003423131346544983,-0.005328510398169256,-0.005270160695769022,0.015173047733511247,0.008686222867644533,0.0
-0.005312510587725389,-0.002853675468377004,-0.0043750774111668694,-0.0042345414995415,0.012881643559887301,0.007391143377299958,0.0
-0.0042105035880916075,-0.00227584376782497,-0.003454133143065627,-0.003357168161582713,0.010333011182015461,0.005774102227027456,0.0
-0.0028900503210747275,-0.001560549823771018,-0.0023839796049345136,-0.0022828828288722347,0.007084503192869462,0.00404681902963433,0.0
-0.00202237464019836,-0.0011418824036264485,-0.0017502157093935433,-0.0016180319447680613,0.004921954494435443,0.002765078130468668,0.0
-0.0001263745940347505,4.882692897406615e-05,0.0013238117312679432,0.0005339789729358335,0.0032387587410336316,0.003611593672426139,1.0
