dx,dy,dz,rx,ry,rz,g
-0.21482226769183477,-0.35739934955347413,0.3892881017044073,-0.7714728854753407,-2.808379419209317,0.845849933022091,0.0
8.717492982840414e-06,-1.6377742835083087e-05,-1.6918054002279526e-05,0.00011485469938277149,-7.21666434837509e-05,-4.426667355672542e-05,0.0
0.0013023711178129782,-0.001671839018016097,-0.00262491312062052,0.025386277646879174,-0.008815738008185914,-0.009858846552014189,0.0
0.003731559560288006,-0.004759692113379732,-0.00761724290832283,0.07234700196834631,-0.02405589453891821,-0.029104507975918348,0.0
0.005689168121371824,-0.007316605202396409,-0.011632619509378772,0.111667339272297,-0.03294110917180948,-0.04515644070713798,0.0
0.005917094169277937,-0.007560533628391597,-0.01203143508528337,0.11641186656516961,-0.0290544698704589,-0.04815536665795073,0.0
0.005907635483458434,-0.007576554384777168,-0.0120098825919146,0.11691615501147373,-0.023940149510205178,-0.04887479347616053,0.0
0.005851593014742196,-0.007528210506483057,-0.01200290525774289,0.11704947634050938,-0.018469827638621705,-0.050401247290888906,0.0
0.0059134187823277895,-0.007569847459052204,-0.012120890018084196,0.11717710165634292,-0.013912411781187739,-0.051480934348649865,0.0
0.005933309034624884,-0.007582396392886881,-0.011960056054550472,0.11771591131007425,-0.008204023312501807,-0.051768666005698294,0.0
0.005875911589798,-0.007543575487663268,-0.01202242471178444,0.11704009115143385,-0.0030231107197917773,-0.05318829504785827,0.0
0.005881717333362735,-0.007553154526674433,-0.012018453453560507,0.11676768620867314,0.0019991076329670676,-0.053613383818574945,0.0
0.0055688622649521236,-0.007076617749051772,-0.011210392386533818,0.10860773929745826,0.0065553687131951754,-0.05054634819105702,0.0
0.003298156045848294,-0.004249569296962075,-0.0067972015125330465,0.06505468574184103,0.006068599628163085,-0.03096618879614932,0.0
0.0008575518533196214,-0.001257685405190001,-0.002653098945405663,0.018055911181890594,0.0007381996152799886,-0.010118164683669773,0.0
0.0002816475129219509,-0.00106746670809571,-0.008111270384355884,0.004290694772679848,-0.012577219483959734,-0.015732309869339545,0.0
0.00037397281509551905,-0.0021334988138057565,-0.016689262370130242,0.007706057925932486,-0.025980133121449978,-0.032619999688533186,0.0
0.0005302919647548199,-0.002690459070324891,-0.021236593848822594,0.009914597890489985,-0.032738542588302,-0.042555415428665894,0.0
0.0004659354570293872,-0.0026489717133409973,-0.020642450205607676,0.009627623130709362,-0.030968123109895274,-0.041950038206656215,0.0
0.0005622116555854262,-0.0026915766448700196,-0.021241490968751636,0.010032447268155997,-0.03137993062655253,-0.044228821195511275,0.0
0.0004664077006182876,-0.002593310759899159,-0.02010249525866717,-0.9844950490824415,6.17226203421866,-0.22734810791311977,0.0
0.0002514010263781896,-0.0016044860991938359,-0.012758227844238718,3.5885409678249047e-06,-0.01768724320381665,0.027894215769778158,0.0
0.00011282065629689142,-0.0005866628484372804,-0.0038810785660153,-0.00037624528553953374,-0.005345462471471496,0.008207888042052004,1.0
0.0006960940072736899,0.0009713758633262959,0.0043393017059089045,-0.0014214969771161323,0.006231829394893307,-0.010894120587466381,1.0
0.0017075957236795114,0.002464638274702502,0.01343010743721984,-0.0044059138949201215,0.01963455972658279,-0.03414329216314377,1.0
0.002681128598685939,0.003802926687839714,0.02004916112513519,1.0016311196317655,-6.165814100026459,0.25170491712162785,1.0
0.002741107715586777,0.0039026758001250994,0.02094787959740743,-0.003737111803367721,0.03554636737603012,0.05058271463927022,1.0
0.0027422521424568524,0.003923239897940356,0.020687785121671465,-0.003838829093922691,0.035787710216873325,0.048689438417122005,1.0
0.0027541734734622125,0.0039260535302573785,0.020773447592057848,-0.004041044327725507,0.03660084882859671,0.04778836164144462,1.0
0.0027585266452263,0.003924266740827298,0.020739063716386785,-0.004163281198372171,0.0373146306981571,0.04663028562117877,1.0
0.002739150181727601,0.003913964045191731,0.020813726653386766,-0.004363537273006035,0.038177221563465924,0.04588558665377973,1.0
0.0027513867481801235,0.003929056010297749,0.020809385793659096,-0.00447062122151376,0.038779295840867256,0.04469427113033303,1.0
0.00273750268722478,0.0039053601394051785,0.020723291770261,-0.004606657202698372,0.039193080689907234,0.04356008319444549,1.0
0.00272576400917382,0.003861490739626716,0.02048794388395886,-0.004623800956577162,0.039343955344963266,0.04206521170423916,1.0
0.0018948384489532732,0.002682383131358601,0.014175407462982015,-0.0032561006434015938,0.027514633749238904,0.028512684830545698,1.0
0.0007643367676145596,0.0011404883819358114,0.006065308808884562,-0.0015919334441589772,0.011898576679358897,0.012170107550527609,1.0
-0.0007531454371715596,0.001017580014070707,0.00010548308709290577,-0.016578238083832852,-0.01587598742750318,0.009957273040929637,1.0
-0.002050079031505614,0.0027343994000955663,-4.4909071380661025e-05,-0.04559850461042586,-0.043141757448354134,0.026282495681532514,1.0
-0.0031226269161605535,0.004099750774020805,-3.3132880454478375e-05,-0.07113990791320923,-0.06289747350786445,0.03989820317748849,1.0
-0.0032206585990179892,0.004200503515607468,-6.442727909622414e-05,-0.07626330789619673,-0.062667015416074,0.04155259692714175,1.0
-0.003194635307296634,0.004230010058411837,1.3095406090124495e-05,-0.07952197501913053,-0.0600225663419689,0.04220260678148069,1.0
-0.003180292464078305,0.0041874314247370426,-4.1733556736589517e-05,-0.08280175179236482,-0.057764161569770156,0.042628318125707554,1.0
-0.0031860857250294583,0.004223901169653488,3.183467895312431e-05,-0.0949186133770058,6.025188206990158,-1.5416011756602754,1.0
-0.0032049165461612295,0.004194980060722275,-8.679735194211391e-05,0.0835762000389892,-0.06838360350778672,-0.009556046012571762,1.0
-0.003216431608776771,0.004222759300169243,-1.619818831638531e-05,0.08035385761272985,-0.07027499069344012,-0.008249345520014106,1.0
-0.003172064501389543,0.004203113324647512,-1.8334274102804748e-06,0.0771253043520489,-0.07227877991333287,-0.006905683686423636,1.0
-0.0032348985284126053,0.0042033994526621266,-4.412244595741743e-05,0.0742988385124323,-0.07409135959768953,-0.005341457413957862,1.0
-0.0031953877337436987,0.004219436179954739,-1.5059083675550422e-05,0.07116699935786935,-0.07547878921602047,-0.003972538868541986,1.0
-0.0031955175667039426,0.004186007113565093,-4.9327288240141876e-05,0.06835565911539376,-0.07712547179787466,-0.002453634531790261,1.0
-0.003192039053562329,0.004221480872500349,-4.176490363638763e-05,0.06551828276284277,-0.07832365560091681,-0.0012294523633531451,1.0
-0.0031665400049076253,0.004198933284690121,1.4439562286472363e-05,0.0627160144323865,-0.07962542877496892,-0.0001346388200728077,1.0
-0.0031517845882037265,0.004121312223303808,-8.280687182765645e-05,0.05903060479994837,-0.07931384381710505,0.0012197498536675733,1.0
-0.0032246753964381425,0.0042332593349904135,-6.287833118845398e-06,0.057763372054301154,-0.08166434412991253,0.0022436819510496253,1.0
-0.00317963080953515,0.004199078451798288,-2.913088923822693e-05,0.05494581640777041,-0.08286075117652203,0.0032919293535711436,1.0
-0.0032003569403692145,0.0042092861607168075,-8.66878994237874e-06,0.0525143494447593,-0.0835941895436112,0.004305615892382764,1.0
-0.003179662421537971,0.004202442352700564,-3.886060191954366e-05,0.05013949562789466,-0.08447642459883853,0.0055037381294522625,1.0
-0.0032391258763785624,0.004216789174766533,-2.374836847746087e-05,0.04785951756843887,-0.08533828146079703,0.006342391352630372,1.0
-0.0031725808857333004,0.004202308468856497,-6.007043773148535e-05,0.04539483852396076,-0.08586779176464421,0.007492182243469814,1.0
-0.0031941984263418044,0.004205609273130295,1.4845172021660247e-06,0.04303676472669937,-0.08642304701889736,0.008156269262391103,1.0
